ticker,date2,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE,ebitda,EnterpriseValue
7751.T,2020,12/31/20,71000000,1.37587E+12,6217000000,1.78914E+12,,-26000000,1.3028E+11,2.57503E+12,34337000000,3.16024E+12,29074000000,3.45774E+11,-1.55439E+11,-1.48316E+12,3.47881E+12,4.07684E+11,2.27825E+11,3.03618E+12,1.34097E+12,9.15564E+11,1.14504E+12,-3150000000,1.24063E+11,-1.26938E+11,83318000000,-5130000000,15120000000,-50008000000,,83318000000,95943000000,1618000000,,-3353000000,,,6.86715E+11,9.79493E+11,2.0901E+11,4834000000,1.78438E+12,,-3.24789E+11,2.72312E+11,3.33805E+11,2.94422E+11,16075000000,,4.07375E+11,,-33014000000,3.18497E+11,533000000,4.0462E+11,1.24063E+11,-854000000,5.62807E+11,-47000000,-4636000000,-1.83449E+11,4.33754E+11,49994000000,1.84157E+12,1.74762E+11,3.03809E+11,4.62561E+12,1.32619E+12,1.54226E+11,-1.64719E+11,Canon Inc.,JPY,Technology,Computer Hardware,5.06172E+11,4.62954E+11,5.35126E+11,1.69086E+11,-1.83449E+11,3.33805E+11,7815000000,3.51888E+11,2.67352E+12
A,2018,10/31/18,,2680000000,-25000000,3848000000,,-2000000,946000000,4567000000,630000000,4914000000,90000000,,-705000000,-408000000,-336000000,2247000000,210000000,3943000000,1103000000,2973000000,822000000,-8000000,971000000,-191000000,316000000,-432000000,-65000000,-452000000,56000000,316000000,316000000,-11000000,,-210000000,,,835000000,1322000000,4000000,1799000000,2234000000,,-408000000,387000000,1087000000,435000000,-83000000,,339000000,,27000000,491000000,128000000,5308000000,971000000,-75000000,638000000,-17000000,40000000,-797000000,1000000000,68000000,3970000000,3000000,340000000,8541000000,1171000000,165000000,-177000000,"Agilent Technologies, Inc.",USD,Healthcare,Diagnostics & Research,1799000000,2677000000,776000000,910000000,-797000000,1087000000,1000000,1181000000,4119000000
A,2019,10/31/19,,2805000000,-124000000,3189000000,,-3000000,919000000,4748000000,-152000000,5163000000,-152000000,,-1590000000,-514000000,-18000000,1382000000,238000000,4120000000,48000000,3593000000,850000000,-8000000,1043000000,-206000000,1071000000,-866000000,-106000000,-739000000,54000000,1071000000,1071000000,-23000000,,600000000,,,998000000,1358000000,,1791000000,2358000000,,-514000000,404000000,1021000000,666000000,-36000000,,611000000,,-23000000,1107000000,130000000,5277000000,1043000000,-74000000,679000000,2000000,29000000,-299000000,833000000,102000000,4704000000,3000000,354000000,9452000000,2080000000,410000000,-155000000,"Agilent Technologies, Inc.",USD,Healthcare,Diagnostics & Research,2407000000,1109000000,930000000,865000000,-299000000,1021000000,0,1281000000,5773000000
A,2020,10/31/20,,2837000000,-203000000,3415000000,,-9000000,842000000,4873000000,123000000,5339000000,220000000,,-147000000,-522000000,81000000,1441000000,308000000,4294000000,440000000,3602000000,1020000000,-4000000,1045000000,-222000000,719000000,59000000,-107000000,-506000000,60000000,719000000,719000000,-20000000,,-45000000,,,1127000000,1395000000,,2284000000,2502000000,,-522000000,397000000,921000000,496000000,-68000000,,601000000,,-153000000,831000000,127000000,5311000000,1045000000,-78000000,720000000,2000000,2000000,-717000000,876000000,158000000,4754000000,3000000,354000000,9627000000,1467000000,380000000,-119000000,"Agilent Technologies, Inc.",USD,Healthcare,Diagnostics & Research,2359000000,1948000000,1038000000,802000000,-717000000,921000000,1000000,1353000000,5791000000
A,2021,10/31/21,91000000,3407000000,-44000000,3799000000,,-5000000,1360000000,5389000000,150000000,6319000000,56000000,,-749000000,-282000000,348000000,1484000000,321000000,4915000000,433000000,3975000000,1123000000,-7000000,1404000000,-236000000,1210000000,43000000,-128000000,-864000000,55000000,1210000000,1210000000,-10000000,,356000000,,,1238000000,1562000000,,2729000000,2912000000,,-282000000,441000000,1485000000,584000000,-136000000,,642000000,,98000000,981000000,156000000,5320000000,1404000000,-81000000,830000000,3000000,64000000,-696000000,749000000,185000000,5316000000,3000000,446000000,10705000000,1708000000,309000000,-188000000,"Agilent Technologies, Inc.",USD,Healthcare,Diagnostics & Research,2729000000,2091000000,1172000000,1296000000,-696000000,1485000000,1000000,1725000000,6634000000
AA,2018,12/31/18,,3353000000,-452000000,4328000000,,,1625000000,5618000000,732000000,13403000000,1279000000,1000000,-405000000,-4565000000,570000000,1113000000,733000000,11326000000,5410000000,151000000,8450000000,-686000000,2077000000,-19000000,250000000,-249000000,-43000000,-50000000,23000000,250000000,893000000,-7000000,125000000,425000000,,,1003000000,387000000,1970000000,1801000000,10050000000,,-4565000000,31000000,448000000,855000000,-306000000,,1786000000,,-1541000000,57000000,76000000,9611000000,2077000000,-122000000,1819000000,-4000000,-165000000,-288000000,3824000000,1360000000,8544000000,2000000,1663000000,16132000000,2919000000,560000000,-399000000,Alcoa Corporation,USD,Basic Materials,Aluminum,1802000000,1215000000,830000000,49000000,-288000000,448000000,,2810000000,6307000000
AA,2019,12/31/19,,1921000000,-1186000000,3530000000,,,-438000000,4112000000,415000000,10433000000,1536000000,1000000,-468000000,-4974000000,-555000000,879000000,713000000,9685000000,3910000000,150000000,8040000000,-439000000,748000000,-19000000,-1125000000,-233000000,283000000,-150000000,2000000,-1125000000,-853000000,-112000000,38000000,-7000000,,,660000000,395000000,1774000000,1799000000,8512000000,,-4974000000,27000000,686000000,604000000,137000000,,1746000000,,-375000000,52000000,84000000,9639000000,748000000,-121000000,1644000000,-7000000,-153000000,-444000000,4283000000,1113000000,8745000000,2000000,1484000000,14631000000,2563000000,642000000,-379000000,Alcoa Corporation,USD,Basic Materials,Aluminum,1900000000,967000000,546000000,307000000,-444000000,686000000,,1461000000,5133000000
AA,2020,12/31/20,,1362000000,-198000000,4520000000,,,173000000,3311000000,187000000,9286000000,278000000,2000000,-167000000,-5629000000,-725000000,1607000000,653000000,8915000000,3121000000,145000000,7326000000,-225000000,371000000,-19000000,-170000000,727000000,16000000,-150000000,1000000,-170000000,-14000000,-12000000,-3000000,738000000,,,556000000,314000000,1705000000,2463000000,7924000000,,-5629000000,27000000,394000000,824000000,122000000,,1773000000,,-649000000,45000000,714000000,9663000000,371000000,-146000000,1398000000,-14000000,25000000,514000000,4538000000,1051000000,9844000000,2000000,1403000000,14860000000,2761000000,655000000,-353000000,Alcoa Corporation,USD,Basic Materials,Aluminum,2547000000,1759000000,471000000,41000000,514000000,394000000,,1024000000,4251000000
AA,2021,12/31/21,,3053000000,-882000000,5026000000,,,1199000000,4672000000,629000000,12152000000,1078000000,1000000,565000000,-4592000000,-315000000,1814000000,664000000,10071000000,4493000000,144000000,6772000000,-215000000,2081000000,-19000000,429000000,314000000,-414000000,-150000000,25000000,429000000,570000000,-11000000,3000000,-799000000,,,884000000,274000000,1612000000,1726000000,9099000000,,-4592000000,31000000,920000000,1055000000,-639000000,,1849000000,,-853000000,35000000,58000000,9577000000,2081000000,-195000000,1956000000,-13000000,354000000,-1158000000,3728000000,1199000000,8741000000,2000000,1674000000,15025000000,3223000000,506000000,-390000000,Alcoa Corporation,USD,Basic Materials,Aluminum,1866000000,1803000000,757000000,530000000,-1158000000,920000000,,2745000000,4724000000
AAL,2018,12/31/18,4485000000,12204000000,-1873000000,8637000000,,1161000000,1884000000,-169000000,472000000,44541000000,528000000,3213000000,-1973000000,-5896000000,758000000,275000000,2159000000,40784000000,-6397000000,4091000000,41971000000,-62000000,3757000000,-186000000,1412000000,-112000000,222000000,-837000000,2970000000,1412000000,1412000000,500000000,5088000000,-587000000,,,1706000000,1520000000,,20566000000,32337000000,,-5896000000,,3533000000,7606000000,,,3555000000,,-655000000,2137000000,154000000,4964000000,3757000000,-1056000000,1522000000,,-133000000,-1672000000,13572000000,189000000,60749000000,5000000,1773000000,60580000000,18096000000,1145000000,-3745000000,American Airlines Group Inc.,USD,Industrials,Airlines,34029000000,-9459000000,1706000000,-212000000,-1672000000,3533000000,1207000000,5916000000,33585000000
AAL,2019,12/31/19,3546000000,13303000000,-1633000000,8206000000,,1109000000,2256000000,-118000000,570000000,45768000000,678000000,2749000000,-2243000000,-6331000000,2264000000,280000000,2318000000,41879000000,-6293000000,4091000000,42058000000,-63000000,3889000000,-178000000,1686000000,4000000,73000000,-1097000000,2970000000,1686000000,1686000000,960000000,5428000000,-230000000,,,1750000000,2004000000,,20896000000,32465000000,,-6331000000,,3815000000,8001000000,,,3352000000,,-1812000000,2084000000,158000000,3945000000,3889000000,-1095000000,1851000000,,872000000,-1568000000,12927000000,204000000,60113000000,4000000,2062000000,59995000000,18311000000,645000000,-4366000000,American Airlines Group Inc.,USD,Industrials,Airlines,33444000000,-10105000000,1750000000,-453000000,-1568000000,3815000000,904000000,6207000000,33046000000
AAL,2020,12/31/20,6619000000,-5166000000,-395000000,11095000000,,467000000,-11453000000,-6867000000,-2568000000,17337000000,-1245000000,2697000000,-4342000000,-7103000000,-6664000000,245000000,2370000000,28395000000,-12987000000,4091000000,38292000000,-5000000,-11058000000,-43000000,-8885000000,109000000,538000000,-173000000,2970000000,-8885000000,-8885000000,-3029000000,3186000000,8245000000,,,1342000000,666000000,,29324000000,22503000000,,-7103000000,,-6543000000,6790000000,,,6340000000,,776000000,2029000000,609000000,6894000000,-11058000000,-1227000000,1614000000,,-97000000,10994000000,15733000000,161000000,68875000000,6000000,1196000000,62008000000,16569000000,3239000000,-2131000000,American Airlines Group Inc.,USD,Industrials,Airlines,41021000000,-5474000000,1342000000,-8501000000,10994000000,-6543000000,1016000000,-8688000000,33909000000
AAL,2021,12/31/21,12158000000,1934000000,2629000000,17336000000,,-210000000,-2548000000,-7340000000,-555000000,29882000000,-679000000,2315000000,-5983000000,-5942000000,-8638000000,273000000,2335000000,35059000000,-13419000000,4091000000,36870000000,-1000000,-5177000000,,-1993000000,9000000,-304000000,-18000000,460000000,-1993000000,-1993000000,-5554000000,3994000000,4847000000,,,1505000000,1098000000,,35008000000,27948000000,,-5942000000,,704000000,8983000000,,,5943000000,,-510000000,1988000000,990000000,7234000000,-5177000000,-1800000000,1795000000,,1855000000,5288000000,12620000000,239000000,73807000000,6000000,1772000000,66467000000,19006000000,3556000000,-412000000,American Airlines Group Inc.,USD,Industrials,Airlines,46177000000,-1670000000,1505000000,292000000,5288000000,704000000,374000000,-2842000000,38564000000
AAP,2018,12/29/18,,4219413000,-62411000,6082454000,,,555264000,3550813000,131417000,9580554000,61867000,210000,-191827000,-470147000,3326155000,896527000,238184000,8962879000,2009983000,990237000,1368985000,44000,617675000,-17819000,423847000,349590000,-21471000,-281354000,3200000,423847000,423847000,,,32014000,,,624972000,3601738000,,1045720000,5361141000,,-44193000,,811028000,269657000,-206125000,,48379000,,29233000,550593000,198408000,694797000,617675000,-56588000,4362547000,-5696000,285493000,-263915000,558165000,,5489835000,8000,3172790000,9040648000,3885950000,,-193715000,"Advance Auto Parts, Inc.",USD,Consumer Cyclical,Specialty Retail,1045720000,2196504000,625933000,617313000,-263915000,811028000,1888000,855859000,3700006000
AAP,2019,12/28/19,,4271101000,-129747000,5695543000,,,637746000,3549081000,150850000,9709003000,79694000,,-462939000,-958958000,3772848000,418665000,238371000,8941510000,1847085000,992240000,3798538000,-481000,767493000,-17185000,486896000,-477862000,-62837000,-498435000,3334000,486896000,486896000,,,-369386000,,,689469000,3476108000,,747320000,5437902000,,-34569000,,866909000,201725000,-63130000,,52448000,,-57870000,709756000,155241000,735183000,767493000,-39898000,4432168000,321000,245785000,-882153000,457263000,,7699444000,8000,3421987000,11248525000,4477702000,,-270129000,"Advance Auto Parts, Inc.",USD,Consumer Cyclical,Specialty Retail,2764479000,1217841000,671412000,395261000,-882153000,866909000,8709000,1005864000,5894895000
AAP,2021,1/2/21,,4484775000,-148900000,6270001000,,,651015000,3559512000,157994000,10106321000,107623000,,-266897000,-1420839000,4196634000,834992000,250081000,9306406000,1884795000,993590000,3842589000,-7753000,799915000,-56347000,493021000,416327000,-59014000,-469691000,3270000,493021000,493021000,,,244524000,,,749999000,3657523000,,1032984000,5621546000,,-26759000,,969688000,153454000,-101449000,,52329000,,62938000,681127000,146811000,783709000,799915000,-46886000,4538199000,-467000,216488000,-285997000,488726000,,8280124000,8000,3640639000,11839636000,4743915000,,-267576000,"Advance Auto Parts, Inc.",USD,Consumer Cyclical,Specialty Retail,3371971000,1095169000,708658000,822623000,-1064112000,1112262000,2325000,1049996000,6096491000
ABBN.SW,2018,12/31/18,712000000,8603000000,-251000000,21865000000,,-239000000,2119000000,13952000000,544000000,27662000000,-215000000,1447000000,-3085000000,-6131000000,19839000000,3445000000,857000000,25292000000,581000000,10764000000,4133000000,-169000000,2370000000,-1717000000,2173000000,-1081000000,-162000000,-250000000,42000000,2173000000,1575000000,405000000,-46000000,1305000000,,,7468000000,5137000000,582000000,6458000000,19059000000,723000000,-5311000000,1142000000,2924000000,9091000000,-336000000,,4950000000,,196000000,2607000000,5780000000,56000000,2370000000,-305000000,4284000000,-131000000,454000000,-789000000,4872000000,122000000,29907000000,188000000,4424000000,44441000000,18447000000,1006000000,-772000000,ABB Ltd,CHF,Industrials,Electrical Equipment & Parts,8618000000,3418000000,5970000000,2152000000,-789000000,2924000000,72000000,3227000000,19125000000
ABBN.SW,2019,12/31/19,566000000,8960000000,-788000000,26458000000,,-263000000,1862000000,13526000000,772000000,27978000000,297000000,1432000000,-815000000,-6375000000,19640000000,3508000000,887000000,25328000000,449000000,10825000000,4966000000,-132000000,2650000000,-1675000000,1439000000,99000000,-74000000,-3048000000,10000000,1439000000,1090000000,81000000,-22000000,414000000,,,7459000000,5135000000,454000000,6618000000,19018000000,438000000,-5590000000,1197000000,2325000000,10516000000,-182000000,,1502000000,,-243000000,2252000000,10550000000,73000000,2650000000,-93000000,4184000000,-28000000,130000000,-1383000000,4373000000,105000000,32128000000,188000000,4353000000,46108000000,20266000000,910000000,-762000000,ABB Ltd,CHF,Industrials,Electrical Equipment & Parts,10081000000,6192000000,5967000000,1563000000,-1383000000,2325000000,82000000,3537000000,20099000000
ABBN.SW,2020,12/31/20,2108000000,8011000000,-1040000000,19226000000,,9178000000,841000000,15685000000,496000000,26134000000,-4720000000,1115000000,6760000000,-7532000000,22946000000,3278000000,854000000,24253000000,2758000000,10850000000,5143000000,-100000000,1881000000,-1736000000,5146000000,357000000,86000000,-3048000000,412000000,5146000000,345000000,-1581000000,-127000000,-3703000000,,,7805000000,5144000000,314000000,4668000000,18123000000,4860000000,-4002000000,1113000000,1693000000,6313000000,196000000,,1930000000,,159000000,2077000000,1357000000,83000000,1881000000,-448000000,4469000000,79000000,-13000000,-8175000000,4114000000,1862000000,25089000000,188000000,4571000000,41088000000,15416000000,843000000,-694000000,ABB Ltd,CHF,Industrials,Electrical Equipment & Parts,7122000000,3810000000,6417000000,999000000,-8175000000,1693000000,114000000,2735000000,19529000000
ABEV3.SA,2018,12/31/18,13400000,30981913000,-4042461000,25329605000,,-49100000,13121603000,56248007000,1773893000,50231336000,3529240000,1530587000,-3675706000,-70466373000,15341367000,11463498000,4268447000,33067272000,16131233000,34276176000,21638008000,-4213792000,17164064000,-8814129000,10994961000,1110763000,-149218000,-32044000,13461000,10994961000,11347710000,-24644000,-977140000,-641988000,,,7028798000,14794989000,1206801000,850715000,19249423000,,-69583639000,,18346075000,4584454000,-1167162000,,8225554000,,,5840598000,680903000,53662811000,17164064000,-1495677000,5401793000,96842000,869807000,-13656448000,10888206000,404476000,38259609000,57710202000,14050045000,95714417000,25208961000,2064742000,-3570957000,Ambev S.A.,BRL,Consumer Defensive,Beverages—Brewers,2422700000,501300000,4879300000,14340200000,-13221600000,17911200000,102400000,21432511000,47207209000
ABEV3.SA,2019,12/31/19,,30326961000,-3393137000,27621137000,,2867000,12943005000,61278025000,754673000,52005120000,2110088000,217145000,-4838590000,-71125813000,20874268000,11900666000,4492494000,35668978000,19961752000,35009909000,22576299000,-2449107000,16336142000,-7871338000,11779965000,437144000,-721935000,-32044000,12815000,11779965000,12188332000,-70172000,-1441948000,-1943790000,,,8569652000,15432767000,1277980000,697754000,21678159000,,-70170678000,,18381259000,4346739000,-844064000,,9762242000,,,6306364000,1157704000,53662811000,16336142000,-1555873000,5978557000,-822061000,1381977000,-12283464000,11766251000,466993000,39186939000,57866759000,15069575000,1.01743E+11,25011033000,2950109000,-5069405000,Ambev S.A.,BRL,Consumer Defensive,Beverages—Brewers,3062800000,2610100000,4495500000,13311900000,-12283500000,18381300000,190800000,20828636000,52440159000
ABEV3.SA,2020,12/31/20,,31312896000,-2785316000,35342614000,,15005000,13494441000,73815628000,1762532000,58378995000,1411466000,2332767000,-6799571000,-63666317000,25920061000,17090335000,4920021000,42099238000,26211615000,40023457000,24768355000,-2970828000,16279757000,-6850271000,11379394000,5189693000,-848788000,-7395000,9094000,11379394000,11731909000,-1783384000,-2652130000,1226499000,,,7590280000,17685269000,1335496000,338393000,27066099000,,-62724680000,,18855780000,5924916000,-1303432000,,16930263000,,,7580556000,1356066000,53662811000,16279757000,-1786600000,7605905000,1735479000,3049790000,-8601995000,14514036000,551334000,50045455000,57899073000,19339223000,1.25197E+11,33477964000,4560808000,-4692695000,Ambev S.A.,BRL,Consumer Defensive,Beverages—Brewers,4792300000,1864500000,4303100000,14163100000,-8602000000,18855800000,108000000,21199778000,61517593000
ABEV3.SA,2021,12/31/21,,37194600000,-3532195000,38627141000,,15005000,13759160000,82643031000,636578000,72854344000,1833837000,194080000,-7734882000,-60253884000,31191640000,16627698000,5096955000,55562989000,31542756000,42411260000,29224261000,-2089569000,17291355000,-11115251000,12670968000,-493151000,341428000,-44165000,9094000,12670968000,13122582000,-241270000,-2057966000,-2801932000,,,7404307000,21961211000,1374586000,267137000,35659744000,,-59216173000,,22900951000,5885492000,-3499466000,,19152749000,,,8689015000,1680183000,53662811000,17291355000,-1431774000,11000346000,382603000,6157497000,-16041823000,13465054000,498057000,54584866000,58042464000,25077911000,1.38602E+11,38866406000,4727749000,-7677113000,Ambev S.A.,BRL,Consumer Defensive,Beverages—Brewers,3131100000,-239200000,4791600000,15224200000,-16042000000,22901300000,301700000,22388310000,69146433000
ABT,2018,12/31/18,242000000,17882000000,-965000000,14632000000,,102000000,2873000000,30524000000,539000000,30578000000,802000000,7000000,-1356000000,-17548000000,24560000000,3844000000,3278000000,26740000000,-11672000000,23254000000,7563000000,-11000000,3838000000,-1974000000,2368000000,-5563000000,-190000000,-238000000,271000000,2353000000,2334000000,-58000000,,-8450000000,,,5182000000,9568000000,198000000,19359000000,12696000000,34000000,-7586000000,2298000000,6300000000,868000000,-514000000,,2192000000,,23000000,18942000000,114000000,,3838000000,-826000000,3796000000,-116000000,747000000,-10391000000,8080000000,590000000,36451000000,23512000000,2975000000,67173000000,9012000000,1885000000,-1394000000,Abbott Laboratories,USD,Healthcare,Medical Devices,19566000000,5620000000,5182000000,4906000000,-10391000000,6300000000,,7116000000,46246000000
ABT,2019,12/31/19,280000000,18689000000,-746000000,15667000000,,27000000,4077000000,31088000000,390000000,31904000000,766000000,1277000000,-1815000000,-18612000000,25847000000,3860000000,3014000000,27081000000,-9132000000,23195000000,8972000000,-11000000,4823000000,-2270000000,3687000000,16000000,-275000000,-718000000,298000000,3666000000,3687000000,-82000000,,-1599000000,,,5425000000,9518000000,213000000,16661000000,13215000000,24000000,-8465000000,2412000000,6136000000,950000000,-593000000,,2443000000,,-138000000,17025000000,148000000,,4823000000,-670000000,4316000000,-16000000,220000000,-4289000000,8307000000,585000000,36586000000,23853000000,3252000000,67887000000,10863000000,2097000000,-1638000000,Abbott Laboratories,USD,Healthcare,Medical Devices,18894000000,4804000000,5425000000,4498000000,-4289000000,6136000000,,7837000000,46122000000
ABT,2020,12/31/20,310000000,19611000000,-585000000,20441000000,,19000000,4968000000,32784000000,497000000,34608000000,971000000,7000000,-2215000000,-18988000000,27627000000,6838000000,3327000000,29055000000,-5744000000,23744000000,10130000000,-11000000,5553000000,-2560000000,4495000000,2978000000,-924000000,-403000000,245000000,4473000000,4471000000,-73000000,,-50000000,,,6414000000,9563000000,219000000,18527000000,14997000000,24000000,-8946000000,2363000000,7901000000,1658000000,-493000000,,2784000000,,-627000000,14784000000,90000000,,5553000000,-546000000,5012000000,71000000,1766000000,-2779000000,8209000000,665000000,39545000000,24145000000,3946000000,72548000000,11907000000,2418000000,-2177000000,Abbott Laboratories,USD,Healthcare,Medical Devices,19649000000,8534000000,6414000000,5724000000,-2779000000,7901000000,,8880000000,45595000000
ABX.TO,2018,12/31/18,,2195000000,-1438000000,3978000000,,90000000,-237000000,7593000000,1198000000,7243000000,1656000000,32000000,-1494000000,-120000000,-13453000000,1571000000,1822000000,6042000000,6190000000,1176000000,12826000000,-113000000,1201000000,-125000000,-1545000000,-663000000,-9000000,,,-1545000000,-1435000000,-164000000,168000000,-687000000,,,430000000,225000000,1792000000,5687000000,5048000000,,-120000000,,1765000000,494000000,-111000000,,2980000000,,-72000000,227000000,53000000,283000000,1201000000,-448000000,1852000000,-9000000,19000000,-925000000,5883000000,1444000000,13246000000,20883000000,744000000,22631000000,1668000000,259000000,-1400000000,Barrick Gold Corporation,CAD,Basic Materials,Gold,5738000000,2310000000,76000000,365000000,-925000000,1765000000,70000000,3023000000,11760000000
ABX.TO,2019,12/31/19,,2861000000,3460000000,6887000000,,90000000,6357000000,21432000000,1783000000,9717000000,-2455000000,350000000,50000000,-84000000,-9722000000,3314000000,1674000000,6820000000,16437000000,4769000000,24141000000,-282000000,2897000000,-548000000,3969000000,1743000000,-118000000,,,3969000000,4574000000,119000000,-95000000,-309000000,,,665000000,201000000,8395000000,5090000000,6856000000,,-84000000,,2833000000,798000000,9000000,,3584000000,,-140000000,226000000,445000000,2007000000,2897000000,-429000000,2289000000,-1000000,-108000000,-1139000000,7028000000,4785000000,14565000000,29231000000,715000000,44392000000,2376000000,235000000,-1701000000,Barrick Gold Corporation,CAD,Basic Materials,Gold,5536000000,4511000000,68000000,1132000000,-1139000000,2833000000,41000000,4571000000,23654000000
ABX.TO,2020,12/31/20,,5177000000,65000000,8143000000,,79000000,4946000000,23341000000,1332000000,12595000000,1567000000,7000000,-1286000000,52000000,-7949000000,5188000000,1832000000,7714000000,18403000000,4769000000,24628000000,-1370000000,4881000000,-547000000,2324000000,1874000000,-192000000,,,2324000000,3614000000,361000000,234000000,-337000000,,,766000000,193000000,8369000000,5291000000,7418000000,,52000000,,5417000000,675000000,121000000,,3699000000,,-279000000,169000000,84000000,2002000000,4881000000,-325000000,1878000000,-3000000,42000000,-2254000000,7232000000,5098000000,14796000000,29236000000,929000000,46506000000,2220000000,98000000,-2054000000,Barrick Gold Corporation,CAD,Basic Materials,Gold,5364000000,5923000000,265000000,3363000000,-2254000000,5417000000,45000000,6713000000,23517000000
ACA,2018,12/31/18,,272000000,-23100000,667400000,,,95000000,1684500000,19300000,1460400000,56000000,,-364500000,-21200000,19500000,99400000,67600000,1342300000,1069300000,615200000,803000000,-37600000,118100000,-9900000,75700000,92600000,-80900000,-3500000,200000000,75500000,75700000,,,179700000,,,291400000,153900000,,181200000,1188400000,,-17700000,,118500000,24500000,-29900000,,86600000,,1700000,,24100000,1685700000,118100000,-900000,252500000,,28300000,338600000,93300000,,487700000,500000,86200000,2172200000,209500000,6900000,-44800000,"Arcosa, Inc.",USD,Industrials,Infrastructure Operations,185500000,432800000,291400000,73700000,338600000,118500000,10200000,185700000,1770600000
