ticker,date,accountsPayable,totalCashFromOperatingActivities,changeToNetincome,researchDevelopment,totalStockholderEquity,incomeTaxExpense,netTangibleAssets,effectOfExchangeRate,otherAssets,deferredLongTermAssetCharges,otherLiab,discontinuedOperations,depreciation,nonRecurring,longTermDebt,shortTermInvestments,totalOperatingExpenses,cash,longTermInvestments,capitalExpenditures,dividendsPaid,treasuryStock,repurchaseOfStock,changeToLiabilities,incomeBeforeTax,changeToOperatingActivities,otherCashflowsFromFinancingActivities,totalOtherIncomeExpenseNet,interestExpense,totalCashflowsFromInvestingActivities,totalCurrentLiabilities,effectOfAccountingCharges,otherCurrentAssets,extraordinaryItems,otherCashflowsFromInvestingActivities,operatingIncome,ebit,goodWill,commonStock,otherStockholderEquity,totalAssets,investments,totalLiab,inventory,netIncomeApplicableToCommonShares,sellingGeneralAdministrative,grossProfit,changeToAccountReceivables,issuanceOfStock,netIncome,otherOperatingExpenses,shortLongTermDebt,otherItems,intangibleAssets,netIncomeFromContinuingOps,costOfRevenue,minorityInterest,netReceivables,propertyPlantEquipment,deferredLongTermLiab,totalRevenue,changeToInventory,totalCurrentAssets,netBorrowings,totalCashFromFinancingActivities,otherCurrentLiab,capitalSurplus,changeInCash,retainedEarnings,company_name,sector,subsector
IBM,2020-12-31,4908000000.0,18197000000.0,-2337000000.0,6333000000,20597000000.0,-864000000,-52816000000.0,-87000000.0,21355000000.0,9241000000.0,37447000000.0,89000000,6695000000.0,,54156000000.0,600000000.0,65037000000,13212000000.0,226000000.0,-2618000000.0,-5797000000.0,-198676000000.0,-302000000.0,138000000.0,4637000000,3023000000.0,92000000.0,-3947000000,-1288000000,-3028000000.0,39869000000.0,,2655000000.0,,,8584000000,8584000000,59617000000.0,56556000000.0,-29337000000.0,155971000000.0,-628000000.0,135245000000.0,1839000000.0,5590000000,21242000000.0,35575000000,5297000000.0,,5590000000,-584000000,6956000000.0,,13796000000.0,5501000000,38046000000,129000000.0,8343000000.0,14726000000.0,2449000000.0,73621000000,-209000000.0,39165000000.0,-3714000000.0,-9721000000.0,16925000000.0,,5361000000.0,162717000000.0,International Business Machines Corporation,Technology,Information Technology Services
IBM,2019-12-31,4896000000.0,14770000000.0,-1945000000.0,5936000000,20841000000.0,731000000,-52616000000.0,-167000000.0,16369000000.0,5182000000.0,35519000000.0,-4000000,6059000000.0,,53951000000.0,696000000.0,66362000000,8172000000.0,222000000.0,-2286000000.0,-5707000000.0,-198008000000.0,-1633000000.0,-503000000.0,10166000000,1159000000.0,98000000.0,-619000000,-1344000000,-26936000000.0,37701000000.0,,2212000000.0,,,10785000000,10785000000,58222000000.0,55895000000.0,-28595000000.0,152186000000.0,268000000.0,131201000000.0,1619000000.0,9431000000,20382000000.0,36489000000,502000000.0,,9431000000,-614000000,7470000000.0,,15235000000.0,9435000000,40658000000,144000000.0,10069000000.0,15006000000.0,2472000000.0,77147000000,67000000.0,38420000000.0,16284000000.0,9042000000.0,15259000000.0,,-3290000000.0,162954000000.0,International Business Machines Corporation,Technology,Information Technology Services
IBM,2018-12-31,6558000000.0,15247000000.0,1485000000.0,5379000000,16796000000.0,2619000000,-22556000000.0,-495000000.0,14718000000.0,5216000000.0,32620000000.0,5000000,4480000000.0,,35567000000.0,618000000.0,66373000000,11379000000.0,226000000.0,-3395000000.0,-5666000000.0,-197561000000.0,-4614000000.0,126000000.0,11342000000,-451000000.0,112000000.0,-1876000000,-723000000,-4913000000.0,38227000000.0,,2911000000.0,,-1000000.0,13218000000,13218000000,36265000000.0,55151000000.0,-29490000000.0,123382000000.0,-554000000.0,106452000000.0,1682000000.0,8728000000,19366000000.0,36937000000,1006000000.0,,8728000000,-1026000000,7048000000.0,,3087000000.0,8723000000,42654000000,134000000.0,8645000000.0,10792000000.0,2676000000.0,79591000000,-127000000.0,49146000000.0,-301000000.0,-10469000000.0,14659000000.0,,-630000000.0,159206000000.0,International Business Machines Corporation,Technology,Information Technology Services
IBM,2017-12-31,6451000000.0,16724000000.0,-383000000.0,5590000000,17594000000.0,5642000000,-22936000000.0,937000000.0,13844000000.0,4862000000.0,30397000000.0,-5000000,4541000000.0,,39871000000.0,608000000.0,67457000000,11972000000.0,581000000.0,-3229000000.0,-5506000000.0,-190098000000.0,-4533000000.0,47000000.0,11400000000,5451000000.0,174000000.0,-282000000,-615000000,-7081000000.0,37363000000.0,,2266000000.0,,-1000000.0,11682000000,11682000000,36788000000.0,54566000000.0,-26591000000.0,125356000000.0,-1039000000.0,107631000000.0,1583000000.0,5753000000,21137000000.0,36943000000,1297000000.0,,5753000000,-1466000000,5215000000.0,,3742000000.0,5758000000,42196000000,131000000.0,10380000000.0,11116000000.0,2136000000.0,79139000000,18000000.0,49735000000.0,3447000000.0,-6418000000.0,16451000000.0,,4161000000.0,153126000000.0,International Business Machines Corporation,Technology,Information Technology Services
IMO,2020-12-31,2554000000.0,798000000.0,-283000000.0,,21418000000.0,-551000000,21252000000.0,,338000000.0,,8181000000.0,,3273000000.0,,4447000000.0,,23181000000,771000000.0,781000000.0,-868000000.0,-649000000.0,-1989000000.0,-274000000.0,-1087000000.0,-2408000000,,,-1511000000,-64000000,-802000000.0,3380000000.0,,,,,-897000000,-897000000,166000000.0,1357000000.0,-1989000000.0,38031000000.0,,16613000000.0,1834000000.0,-1857000000,862000000.0,1720000000,780000000.0,,-1857000000,,,,,-1857000000,20564000000,,1919000000.0,32222000000.0,,22284000000,78000000.0,4524000000.0,-20000000.0,-943000000.0,100000000.0,,-947000000.0,22050000000.0,Imperial Oil Limited,Energy,Oil & Gas Integrated
IMO,2019-12-31,3551000000.0,4429000000.0,-176000000.0,,24276000000.0,-154000000,24090000000.0,,318000000.0,,8212000000.0,,1598000000.0,,4447000000.0,,31962000000,1718000000.0,891000000.0,-1636000000.0,-631000000.0,-1911000000.0,-1373000000.0,1010000000.0,2046000000,,,6000000,-93000000,-1704000000.0,4595000000.0,,,,,2040000000,2040000000,186000000.0,1375000000.0,-1911000000.0,42187000000.0,,17911000000.0,1912000000.0,2200000000,1043000000.0,4728000000,-170000000.0,,2200000000,,,,,2200000000,29274000000,,2699000000.0,34463000000.0,,34002000000,-74000000.0,6329000000.0,9000000.0,-1995000000.0,230000000.0,,730000000.0,24812000000.0,Imperial Oil Limited,Energy,Oil & Gas Integrated
IMO,2018-12-31,3075000000.0,3922000000.0,969000000.0,,24489000000.0,759000000,24303000000.0,,833000000.0,,8034000000.0,,1509000000.0,,4447000000.0,,31872000000,988000000.0,857000000.0,-1491000000.0,-572000000.0,-1517000000.0,-1971000000.0,-764000000.0,3073000000,,,-19000000,-108000000,-1559000000.0,3955000000.0,,,,,3092000000,3092000000,186000000.0,1446000000.0,-1517000000.0,41456000000.0,,16967000000.0,1838000000.0,2314000000,1015000000.0,5635000000,224000000.0,,2314000000,,,,,2314000000,29329000000,,2529000000.0,34225000000.0,,34964000000,-338000000.0,5355000000.0,-27000000.0,-2570000000.0,183000000.0,,-207000000.0,24560000000.0,Imperial Oil Limited,Energy,Oil & Gas Integrated
IMO,2017-12-31,3256000000.0,2763000000.0,626000000.0,,24435000000.0,92000000,24249000000.0,,670000000.0,,8025000000.0,,2172000000.0,,4447000000.0,,28764000000,1195000000.0,865000000.0,-993000000.0,-524000000.0,-1815000000.0,-627000000.0,678000000.0,582000000,,,221000000,-78000000,-781000000.0,4136000000.0,,,,,361000000,361000000,186000000.0,1536000000.0,-1815000000.0,41601000000.0,-1000000.0,17166000000.0,1500000000.0,490000000,1005000000.0,3721000000,-689000000.0,,490000000,,,,,490000000,25404000000,,2712000000.0,34473000000.0,,29125000000,-83000000.0,5407000000.0,-27000000.0,-1178000000.0,158000000.0,,804000000.0,24714000000.0,Imperial Oil Limited,Energy,Oil & Gas Integrated
INTC,2021-12-25,5747000000.0,29991000000.0,3204000000.0,15190000000,95391000000.0,1835000000,61158000000.0,,5523000000.0,874000000.0,11748000000.0,,11792000000.0,,33510000000.0,2103000000.0,56942000000,4827000000.0,7138000000.0,-20329000000.0,-5644000000.0,-880000000.0,-2415000000.0,-393000000.0,21703000000,974000000.0,-1297000000.0,-379000000,-597000000,-25167000000.0,27462000000.0,,8897000000.0,,658000000.0,22082000000,22082000000,26963000000.0,28006000000.0,-880000000.0,168406000000.0,-5287000000.0,73015000000.0,10776000000.0,19868000000,6543000000.0,43815000000,-2674000000.0,1020000000.0,19868000000,,4656000000.0,,7270000000.0,19868000000,35209000000,,9632000000.0,63794000000.0,,79024000000,-2339000000.0,57718000000.0,2474000000.0,-5862000000.0,2555000000.0,,-1038000000.0,68265000000.0,Intel Corporation,Technology,Semiconductors
INTC,2020-12-26,5581000000.0,35384000000.0,295000000.0,13556000000,81038000000.0,4179000000,45041000000.0,,5917000000.0,1232000000.0,13402000000.0,,12239000000.0,,33897000000.0,2292000000.0,53991000000,5865000000.0,7344000000.0,-14453000000.0,-5568000000.0,-751000000.0,-14229000000.0,224000000.0,25078000000,-89000000.0,261000000.0,1202000000,-629000000,-20796000000.0,24754000000.0,,7575000000.0,,1385000000.0,23876000000,23876000000,26971000000.0,25556000000.0,-751000000.0,153091000000.0,-6891000000.0,72053000000.0,8427000000.0,20899000000,6180000000.0,43612000000,883000000.0,897000000.0,20899000000,,2632000000.0,,9026000000.0,20899000000,34255000000,,7352000000.0,56584000000.0,,77867000000,-687000000.0,47249000000.0,5722000000.0,-12917000000.0,3438000000.0,,1671000000.0,56233000000.0,Intel Corporation,Technology,Semiconductors
INTC,2019-12-28,4128000000.0,33145000000.0,1206000000.0,13362000000,77504000000.0,3010000000,40401000000.0,,5553000000.0,1209000000.0,11402000000.0,,10826000000.0,,25308000000.0,1082000000.0,49537000000,4194000000.0,7243000000.0,-16213000000.0,-5576000000.0,-1280000000.0,-13576000000.0,-86000000.0,24058000000,1682000000.0,72000000.0,1630000000,-489000000,-14405000000.0,22310000000.0,,1637000000.0,,1626000000.0,22428000000,22428000000,26276000000.0,25261000000.0,-1280000000.0,136524000000.0,2140000000.0,59020000000.0,8744000000.0,21048000000,6350000000.0,42140000000,-935000000.0,750000000.0,21048000000,393000000.0,3747000000.0,,10827000000.0,21048000000,29825000000,,7735000000.0,55386000000.0,,71965000000,-1481000000.0,31239000000.0,765000000.0,-17565000000.0,2330000000.0,,1175000000.0,53523000000.0,Intel Corporation,Technology,Semiconductors
INTC,2018-12-29,3824000000.0,29432000000.0,1204000000.0,13543000000,74563000000.0,2264000000,38214000000.0,,4421000000.0,1122000000.0,11676000000.0,,9085000000.0,,25098000000.0,2788000000.0,47604000000,3019000000.0,9430000000.0,-15181000000.0,-5541000000.0,-974000000.0,-10730000000.0,1578000000.0,23317000000,41000000.0,-288000000.0,73000000,-468000000,-11239000000.0,16626000000.0,,2646000000.0,,-272000000.0,23244000000,23244000000,24513000000.0,25365000000.0,-974000000.0,127963000000.0,3856000000.0,53400000000.0,7253000000.0,21053000000,6950000000.0,43737000000,-1714000000.0,555000000.0,21053000000,-72000000.0,761000000.0,,11836000000.0,21053000000,27111000000,,7238000000.0,48976000000.0,,70848000000,-214000000.0,28787000000.0,-2603000000.0,-18607000000.0,1438000000.0,,-414000000.0,50172000000.0,Intel Corporation,Technology,Semiconductors
IR,2020-12-31,671100000.0,914300000.0,62600000.0,,9119700000.0,13000000,-1916500000.0,40300000.0,205100000.0,16100000.0,1409600000.0,,500900000.0,,3842600000.0,,4589100000,1750900000.0,,-48700000.0,,-19100000.0,-2100000.0,-13300000.0,-19400000,126300000.0,-52900000.0,-340500000,-111100000,-37900000.0,1498600000.0,,140500000.0,,,321100000,321100000,6303600000.0,4200000.0,14200000.0,16058600000.0,,6869100000.0,943600000.0,-33300000,890400000.0,1613400000,100300000.0,22700000.0,-33300000,6100000,39700000.0,,4732600000.0,-32400000,3296800000,69800000.0,1027100000.0,955200000.0,,4910200000,170800000.0,3862100000.0,361000000.0,328700000.0,363100000.0,9310300000.0,1245400000.0,-175700000.0,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery
IR,2019-12-31,322900000.0,343300000.0,10500000.0,,1869900000.0,31800000,-672800000.0,6800000.0,161400000.0,3000000.0,539100000.0,,178100000.0,,1586600000.0,,2102400000,505500000.0,,-43200000.0,,-292800000.0,-18600000.0,-9200000.0,190900000,-68600000.0,-2800000.0,-158600000,-88900000,-54300000.0,574600000.0,,47800000.0,,,349500000,349500000,1287700000.0,2100000.0,-256000000.0,4628400000.0,,2758500000.0,502500000.0,159100000,436000000.0,911700000,54700000.0,42700000.0,159100000,1900000,6900000.0,,1255000000.0,159100000,1540200000,,488100000.0,380400000.0,,2451900000,18700000.0,1543900000.0,-32800000.0,-11500000.0,101900000.0,2302000000.0,284300000.0,-141400000.0,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery
IR,2018-12-31,340000000.0,444500000.0,5100000.0,,1676000000.0,80100000,-981900000.0,-8600000.0,141400000.0,1300000.0,541800000.0,,180400000.0,,1647500000.0,,2240100000,221200000.0,,-52200000.0,,-300000000.0,-40700000.0,69600000.0,349500000,-80200000.0,-1500000.0,-100200000,-99600000,-235000000.0,596400000.0,,41100000.0,,,449700000,449700000,1289500000.0,2000000.0,-247000000.0,4487100000.0,,2811100000.0,523900000.0,269400000,437900000.0,1012500000,13200000.0,6800000.0,269400000,-900000,7100000.0,,1368400000.0,269400000,1677300000,,545000000.0,356600000.0,,2689800000,-13000000.0,1331200000.0,-337600000.0,-373000000.0,127900000.0,2282700000.0,-172100000.0,-308700000.0,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery
IR,2017-12-31,269700000.0,200500000.0,24900000.0,,1476800000.0,-131200000,-1182000000.0,15200000.0,135600000.0,1000000.0,532700000.0,,173800000.0,,2049900000.0,,2245900000,393300000.0,,-56800000.0,,-222800000.0,-3600000.0,39900000.0,-112700000,31900000.0,-43400000.0,-242200000,-140700000,-60800000.0,561800000.0,,39500000.0,,6200000.0,129500000,129500000,1227600000.0,2000000.0,-199800000.0,4621200000.0,,3144400000.0,494500000.0,18400000,446200000.0,897900000,-65700000.0,898200000.0,18400000,28300000,20900000.0,,1431200000.0,18500000,1477500000,,536300000.0,363200000.0,,2375400000,-22700000.0,1463600000.0,-868600000.0,-17400000.0,106000000.0,2275400000.0,137500000.0,-577800000.0,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery
ITT,2021-12-31,373400000.0,-7600000.0,-345000000.0,94900000,2225800000.0,189600000,1199100000.0,-22600000.0,215000000.0,63400000.0,332500000.0,1500000,113100000.0,,9900000.0,,2327600000,647500000.0,14500000.0,-88400000.0,-75800000.0,-321300000.0,-116500000.0,74000000.0,509100000,-26800000.0,-1700000.0,71700000,,-82300000.0,928300000.0,,68000000.0,,-1900000.0,437400000,437400000,924300000.0,85500000.0,-321300000.0,3565400000.0,,1334700000.0,430900000.0,316300000,367200000.0,899500000,-64700000.0,1200000.0,316300000,,2200000.0,,102400000.0,319500000,1865500000,4900000.0,575700000.0,587100000.0,,2765000000,-82700000.0,1722100000.0,93000000.0,-99800000.0,131400000.0,,-212300000.0,2461600000.0,ITT Inc.,Industrials,Specialty Industrial Machinery
ITT,2020-12-31,306800000.0,436900000.0,201300000.0,84900000,2126400000.0,15300000,1051300000.0,35200000.0,661100000.0,158300000.0,1193300000.0,4000000,112200000.0,,13000000.0,,2133000000,859800000.0,11700000.0,-63700000.0,-59000000.0,-279400000.0,-84200000.0,-36600000.0,85200000,-25100000.0,-2900000.0,-259600000,,-65800000.0,871000000.0,,170400000.0,,900000.0,344800000,344800000,944800000.0,86500000.0,-279400000.0,4277600000.0,,2149700000.0,360500000.0,72500000,352500000.0,782200000,82300000.0,4300000.0,72500000,,2500000.0,,130300000.0,69900000,1695600000,1500000.0,526600000.0,612400000.0,,2477800000,36500000.0,1917300000.0,-16800000.0,-158600000.0,244200000.0,,247700000.0,2319300000.0,ITT Inc.,Industrials,Specialty Industrial Machinery
ITT,2019-12-31,332400000.0,358600000.0,20900000.0,97900000,2074900000.0,89900000,979600000.0,-3000000.0,642600000.0,138100000.0,1091300000.0,1700000,113400000.0,,12900000.0,,2445900000,612100000.0,9800000.0,-91400000.0,-52100000.0,-385300000.0,-41400000.0,-7000000.0,414400000,-45700000.0,-600000.0,13900000,,-203400000.0,849700000.0,,135400000.0,,200000.0,400500000,400500000,927200000.0,87800000.0,-385300000.0,4107700000.0,,2029900000.0,392900000.0,325100000,411700000.0,910100000,-37900000.0,14900000.0,325100000,,2300000.0,,168100000.0,324500000,1936300000,2900000.0,596400000.0,623200000.0,,2846400000,-600000.0,1736800000.0,-22300000.0,-101500000.0,213600000.0,,50700000.0,2372400000.0,ITT Inc.,Industrials,Specialty Industrial Machinery
ITT,2018-12-31,339200000.0,367600000.0,-70900000.0,98400000,1822400000.0,57700000,775100000.0,-15300000.0,627900000.0,164500000.0,1141000000.0,1300000,109400000.0,,8800000.0,,2385500000,561200000.0,7700000.0,-95500000.0,-47300000.0,-375500000.0,-56100000.0,-4100000.0,391000000,-18000000.0,100000.0,31400000,-500000.0,-52300000.0,872100000.0,,141600000.0,,200000.0,359600000,359600000,875900000.0,87600000.0,-375500000.0,3846800000.0,,2021900000.0,380500000.0,333700000,429200000.0,887200000,16400000.0,5800000.0,333700000,,1800000.0,,171400000.0,333300000,1857900000,2500000.0,561800000.0,518800000.0,,2745100000,-13300000.0,1645100000.0,-31300000.0,-128800000.0,206300000.0,,171200000.0,2110300000.0,ITT Inc.,Industrials,Specialty Industrial Machinery
ITW,2020-12-31,534000000.0,2807000000.0,22000000.0,,3181000000.0,595000000,-2290000000.0,39000000.0,1625000000.0,533000000.0,1936000000.0,,427000000.0,,7772000000.0,,9679000000,2564000000.0,,-236000000.0,-1379000000.0,-21301000000.0,-706000000.0,19000000.0,2704000000,58000000.0,-26000000.0,-191000000,-206000000,-214000000.0,2589000000.0,,149000000.0,,-3000000.0,2895000000,2895000000,4690000000.0,6000000.0,-1642000000.0,15612000000.0,14000000.0,12430000000.0,1189000000.0,2109000000,2150000000.0,5199000000,95000000.0,66000000.0,2109000000,,350000000.0,,781000000.0,2109000000,7375000000,1000000.0,2621000000.0,1993000000.0,,12574000000,43000000.0,6523000000.0,-4000000.0,-2049000000.0,688000000.0,1362000000.0,583000000.0,23114000000.0,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery
ITW,2019-12-31,472000000.0,2995000000.0,17000000.0,,3026000000.0,767000000,-2317000000.0,-9000000.0,1537000000.0,516000000.0,2002000000.0,,426000000.0,,7754000000.0,,10683000000,1981000000.0,,-326000000.0,-1321000000.0,-20687000000.0,-1500000000.0,-16000000.0,3288000000,-84000000.0,-12000000.0,-138000000,-221000000,-183000000.0,2154000000.0,,497000000.0,,-18000000.0,3426000000,3426000000,4492000000.0,6000000.0,-1705000000.0,15068000000.0,20000000.0,12038000000.0,1164000000.0,2521000000,2337000000.0,5922000000,40000000.0,85000000.0,2521000000,,4000000.0,,851000000.0,2521000000,8187000000,4000000.0,2611000000.0,1935000000.0,,14109000000,98000000.0,6253000000.0,422000000.0,-2326000000.0,694000000.0,1304000000.0,477000000.0,22403000000.0,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery
ITW,2018-12-31,524000000.0,2811000000.0,75000000.0,,3254000000.0,831000000,-2463000000.0,-112000000.0,1533000000.0,554000000.0,2041000000.0,,461000000.0,,6029000000.0,,11164000000,1504000000.0,51000000.0,-364000000.0,-1124000000.0,-19222000000.0,-2000000000.0,-46000000.0,3394000000,-33000000.0,-11000000.0,-210000000,-257000000,-325000000.0,3542000000.0,,157000000.0,,-4000000.0,3604000000,3604000000,4633000000.0,6000000.0,-1677000000.0,14870000000.0,16000000.0,11612000000.0,1318000000.0,2563000000,2371000000.0,6164000000,-60000000.0,22000000.0,2563000000,,1350000000.0,,1084000000.0,2563000000,8604000000,4000000.0,2799000000.0,1791000000.0,,14768000000,-108000000.0,5778000000.0,-851000000.0,-3964000000.0,656000000.0,1253000000.0,-1590000000.0,21217000000.0,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery
ITW,2017-12-31,590000000.0,2402000000.0,95000000.0,,4585000000.0,1583000000,-1439000000.0,145000000.0,1647000000.0,505000000.0,1660000000.0,,462000000.0,,7478000000.0,,10915000000,3094000000.0,53000000.0,-297000000.0,-941000000.0,-16849000000.0,-1000000000.0,39000000.0,3270000000,-163000000.0,-14000000.0,-129000000,-260000000,-251000000.0,3053000000.0,,145000000.0,,-10000000.0,3399000000,3399000000,4752000000.0,6000000.0,-1287000000.0,16780000000.0,43000000.0,12191000000.0,1220000000.0,1687000000,2403000000.0,6008000000,-138000000.0,84000000.0,1687000000,,1000000.0,,1272000000.0,1687000000,8306000000,4000000.0,2819000000.0,1778000000.0,,14314000000,-81000000.0,7278000000.0,197000000.0,-1674000000.0,605000000.0,1218000000.0,622000000.0,20210000000.0,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery
JBL,2021-08-31,6841000000.0,1433000000.0,127000000.0,34000000,2136000000.0,246000000,1239000000.0,4000000.0,406000000.0,176000000.0,393000000.0,,876000000.0,,2885000000.0,18000000.0,28191000000,1567000000.0,9000000.0,-1159000000.0,-50000000.0,-3085000000.0,-450000000.0,1310000000.0,944000000,-133000000.0,-63000000.0,-150000000,-130000000,-851000000.0,10683000000.0,,29000000.0,,-8000000.0,1094000000,1094000000,715000000.0,,-25000000.0,16654000000.0,,14517000000.0,4414000000.0,696000000,1184000000.0,2359000000,-167000000.0,39000000.0,696000000,,13000000.0,,182000000.0,698000000,26926000000,1000000.0,4139000000.0,4465000000.0,,29285000000,-1276000000.0,10877000000.0,111000000.0,-413000000.0,1285000000.0,2533000000.0,173000000.0,2688000000.0,Jabil Inc.,Technology,Electronic Components
JBL,2020-08-31,5687000000.0,1257000000.0,192000000.0,43000000,1811000000.0,204000000,904000000.0,-40000000.0,327000000.0,165000000.0,359000000.0,,891000000.0,,2691000000.0,17000000.0,26421000000,1394000000.0,,-983000000.0,-50000000.0,-2644000000.0,-238000000.0,593000000.0,261000000,-155000000.0,-40000000.0,-584000000,-174000000,-921000000.0,9059000000.0,,70000000.0,,22000000.0,845000000,845000000,697000000.0,,-34000000.0,14397000000.0,,12572000000.0,3132000000.0,54000000,1129000000.0,2073000000,-241000000.0,30000000.0,54000000,,77000000.0,,210000000.0,57000000,25193000000,14000000.0,3953000000.0,4028000000.0,,27266000000,-77000000.0,9135000000.0,233000000.0,-65000000.0,912000000.0,2414000000.0,231000000.0,2041000000.0,Jabil Inc.,Technology,Electronic Components
JBL,2019-08-31,5166780000.0,1193000000.0,163000000.0,43000000,1887443000.0,162000000,1008335000.0,-40000000.0,379430000.0,198827000.0,381283000.0,,772000000.0,,2156329000.0,14088000.0,24501000000,1163343000.0,33102000.0,-1005000000.0,-52000000.0,-2454406000.0,-362000000.0,962000000.0,451000000,-9000000.0,-2000000.0,-330000000,-188000000,-872000000.0,8532105000.0,,7782000.0,,68000000.0,781000000,781000000,622255000.0,260000.0,-82794000.0,12970475000.0,,11069717000.0,3023003000.0,287000000,1057000000.0,1913000000,-1465000000.0,27000000.0,287000000,,381099000.0,,256853000.0,289000000,23369000000,13315000.0,3657166000.0,3333750000.0,,25282000000,483000000.0,8345085000.0,-27000000.0,-416000000.0,1057970000.0,2304552000.0,-95000000.0,2037037000.0,Jabil Inc.,Technology,Electronic Components
JBL,2018-08-31,4942932000.0,-1105448000.0,185274000.0,38531000,1950257000.0,285860000,1043381000.0,-20392000.0,343526000.0,218252000.0,357886000.0,,773704000.0,,2493502000.0,,21499749000,1257949000.0,47300000.0,-1036651000.0,-57833000.0,-2028770000.0,-472916000.0,815258000.0,373401000,-132542000.0,-12568000.0,-222266000,-149002000,1240914000.0,7230873000.0,,10350000.0,,2036938000.0,595667000,595667000,627745000.0,257000.0,-19399000.0,12045641000.0,,10082261000.0,3457706000.0,86330000,1034104000.0,1706792000,-2334367000.0,24865000.0,86330000,,25314000.0,,279131000.0,87541000,20388624000,13123000.0,2226381000.0,3198016000.0,,22095416000,-499105000.0,7549923000.0,471408000.0,-47044000.0,750900000.0,2218673000.0,68030000.0,1760097000.0,Jabil Inc.,Technology,Electronic Components
JCI,2021-09-30,3746000000.0,2487000000.0,-566000000.0,275000000,17562000000.0,868000000,-6322000000.0,116000000.0,2338000000.0,755000000.0,5478000000.0,124000000,845000000.0,,7506000000.0,,20343000000,1336000000.0,1066000000.0,-552000000.0,-762000000.0,-1586000000.0,-1340000000.0,813000000.0,2614000000,-208000000.0,-179000000.0,-711000000,-219000000,-1090000000.0,9098000000.0,,867000000.0,,36000000.0,3325000000,3325000000,18335000000.0,7000000.0,-434000000.0,41890000000.0,8000000.0,23137000000.0,2057000000.0,1637000000,4459000000.0,8059000000,-143000000.0,178000000.0,1637000000,,226000000.0,,5549000000.0,1746000000,15609000000,1191000000.0,5738000000.0,4604000000.0,117000000.0,23668000000,-219000000.0,9998000000.0,-28000000.0,-2131000000.0,3666000000.0,17116000000.0,-618000000.0,2025000000.0,Johnson Controls International plc,Industrials,Engineering & Construction
JCI,2020-09-30,3120000000.0,2219000000.0,-46000000.0,274000000,17447000000.0,108000000,-5841000000.0,115000000.0,2311000000.0,862000000.0,5633000000.0,124000000,822000000.0,,7526000000.0,,20567000000,1951000000.0,914000000.0,-443000000.0,-790000000.0,-1895000000.0,-2238000000.0,-717000000.0,903000000,-81000000.0,-369000000.0,-847000000,-240000000,-258000000.0,8248000000.0,,778000000.0,,36000000.0,1750000000,1750000000,17932000000.0,8000000.0,-776000000.0,40815000000.0,8000000.0,22282000000.0,1773000000.0,631000000,5387000000.0,7411000000,534000000.0,75000000.0,631000000,,262000000.0,,5356000000.0,795000000,14906000000,1086000000.0,5551000000.0,4249000000.0,104000000.0,22317000000,45000000.0,10053000000.0,385000000.0,-2937000000.0,3521000000.0,16865000000.0,-861000000.0,2469000000.0,Johnson Controls International plc,Industrials,Engineering & Construction
JCI,2019-09-30,3582000000.0,1202000000.0,-3527000000.0,319000000,19766000000.0,-233000000,-4044000000.0,-120000000.0,1883000000.0,552000000.0,5680000000.0,4574000000,825000000.0,,6708000000.0,,22307000000,2805000000.0,853000000.0,-586000000.0,-920000000.0,-1881000000.0,-6014000000.0,56000000.0,1056000000,-220000000.0,-162000000.0,-605000000,-335000000,12078000000.0,9070000000.0,,930000000.0,,12625000000.0,1661000000,1661000000,18178000000.0,8000000.0,-795000000.0,42287000000.0,25000000.0,21458000000.0,1814000000.0,5674000000,5713000000.0,7693000000,-312000000.0,171000000.0,5674000000,,501000000.0,,5632000000.0,1289000000,16275000000,1063000000.0,6844000000.0,3348000000.0,102000000.0,23968000000,-72000000.0,12393000000.0,-3629000000.0,-10554000000.0,3873000000.0,16812000000.0,2621000000.0,4827000000.0,Johnson Controls International plc,Industrials,Engineering & Construction
JCI,2018-09-30,3407000000.0,2516000000.0,-917000000.0,310000000,21164000000.0,197000000,-3404000000.0,-106000000.0,8258000000.0,1265000000.0,5466000000.0,987000000,824000000.0,,9623000000.0,,21483000000,185000000.0,848000000.0,-645000000.0,-954000000.0,-1999000000.0,-300000000.0,340000000.0,1546000000,-170000000.0,-92000000.0,-371000000,-409000000,1196000000.0,11250000000.0,,4191000000.0,,-387000000.0,1917000000,1917000000,18381000000.0,10000000.0,-946000000.0,48797000000.0,-1000000.0,26339000000.0,1819000000.0,2162000000,5440000000.0,7667000000,-475000000.0,66000000.0,2162000000,,1000000.0,,6187000000.0,1349000000,15733000000,1294000000.0,5628000000.0,3300000000.0,,23400000000,-103000000.0,11823000000.0,-2472000000.0,-3752000000.0,5410000000.0,16549000000.0,-132000000.0,6604000000.0,Johnson Controls International plc,Industrials,Engineering & Construction
